# n,counts
226,1689
227,1728
228,1768
229,1690
230,1748
231,1747
232,1705
233,1781
234,1641
235,1775
236,1765
237,1704
238,1692
239,1767
240,1685
241,1650
242,1711
243,1703
244,1668
245,1708
246,1671
247,1679
248,1697
249,1589
250,1639
251,1623
252,1646
253,1623
254,1641
255,1592
256,1686
257,1641
258,1661
259,1609
260,1622
261,1623
262,1622
263,1646
264,1613
265,1629
266,1654
267,1624
268,1643
269,1635
270,1636
271,1622
272,1558
273,1559
274,1628
275,1619
276,1572
277,1580
278,1655
279,1667
280,1557
281,1578
282,1593
283,1638
284,1595
285,1592
286,1579
287,1542
288,1588
289,1640
290,1583
291,1542
292,1635
293,1583
294,1614
295,1631
296,1576
297,1554
298,1576
299,1622
300,1585
301,1512
302,1559
303,1583
304,1565
305,1618
306,1581
307,1628
308,1594
309,1610
310,1699
311,1575
312,1583
313,1621
314,1622
315,1595
316,1689
317,1601
318,1551
319,1595
320,1695
321,1569
322,1540
323,1640
324,1592
325,1631
326,1557
327,1591
328,1629
329,1535
330,1597
331,1653
332,1595
333,1578
334,1577
335,1622
336,1589
337,1633
338,1619
339,1644
340,1583
341,1633
342,1568
343,1625
344,1551
345,1558
346,1576
347,1572
348,1635
349,1616
350,1519
351,1523
352,1542
353,1539
354,1578
355,1560
356,1585
357,1577
358,1539
359,1573
360,1520
361,1578
362,1548
363,1607
364,1580
365,1525
366,1546
367,1591
368,1597
369,1625
370,1538
371,1559
372,1614
373,1521
374,1566
375,1679
376,1553
377,1605
378,1585
379,1575
380,1567
381,1651
382,1570
383,1594
384,1529
385,1575
386,1600
387,1549
388,1548
389,1536
390,1555
391,1579
392,1545
393,1665
394,1589
395,1606
396,1550
397,1617
398,1653
399,1598
400,1690
401,1626
402,1706
403,1643
404,1637
405,1638
406,1597
407,1666
408,1617
409,1611
410,1646
411,1600
412,1654
413,1573
414,1618
415,1667
416,1629
417,1625
418,1685
419,1685
420,1597
421,1596
422,1596
423,1682
424,1668
425,1576
426,1573
427,1635
428,1705
429,1629
430,1626
431,1605
432,1671
433,1644
434,1660
435,1653
436,1685
437,1674
438,1641
439,1655
440,1648
441,1609
442,1587
443,1640
444,1672
445,1675
446,1653
447,1704
448,1687
449,1709
450,1583
451,1691
452,1758
453,1630
454,1675
455,1651
456,1689
457,1621
458,1703
459,1675
460,1717
461,1732
462,1746
463,1786
464,1727
465,1716
466,1757
467,1721
468,1705
469,1696
470,1707
471,1687
472,1757
473,1794
474,1709
475,1718
476,1717
477,1696
478,1778
479,1748
480,1811
481,1764
482,1776
483,1700
484,1786
485,1743
486,1763
487,1722
488,1772
489,1730
490,1776
491,1749
492,1774
493,1780
494,1800
495,1826
496,1786
497,1780
498,1779
499,1751
500,1889
501,1799
502,1852
503,1798
504,1914
505,1861
506,1874
507,1854
508,1826
509,1962
510,1876
511,1829
512,1917
513,1916
514,1862
515,1948
516,1887
517,2028
518,1876
519,2013
520,1929
521,1933
522,1998
523,1986
524,1915
525,1950
526,1930
527,1984
528,1992
529,1915
530,1948
531,1930
532,1924
533,2004
534,1995
535,1990
536,2043
537,2017
538,1952
539,1914
540,1999
541,2072
542,1948
543,2004
544,1892
545,1994
546,1977
547,1935
548,2046
549,2020
550,2080
551,1956
552,2067
553,2095
554,2048
555,2024
556,2113
557,1979
558,1998
559,2084
560,2049
561,2038
562,2024
563,2029
564,1943
565,2084
566,2019
567,1996
568,1984
569,2064
570,1994
571,2002
572,2000
573,1911
574,1911
575,1908
576,1825
577,1914
578,1794
579,1805
580,1781
581,1805
582,1710
583,1769
584,1667
585,1720
586,1639
587,1556
588,1608
589,1689
590,1617
591,1599
592,1548
593,1501
594,1467
595,1486
596,1551
597,1503
598,1512
599,1418
600,1474
601,1477
602,1419
603,1481
604,1501
605,1393
606,1324
607,1469
608,1423
609,1368
610,1315
611,1413
612,1397
613,1387
614,1396
615,1335
616,1338
617,1316
618,1331
619,1325
620,1272
621,1355
622,1346
623,1271
624,1339
625,1365
626,1322
627,1258
628,1333
629,1385
630,1258
631,1244
632,1232
633,1284
634,1232
635,1246
636,1314
637,1329
638,1274
639,1343
640,1308
641,1237
642,1300
643,1289
644,1220
645,1285
646,1244
647,1289
648,1284
649,1253
650,1216
651,1268
652,1215
653,1193
654,1217
655,1252
656,1231
657,1230
658,1218
659,1161
660,1179
661,1139
662,1082
663,1180
664,1090
665,1117
666,1137
667,1102
668,1026
669,1074
670,1030
671,1039
672,981
673,983
674,954
675,936
676,983
677,969
678,932
679,981
680,911
681,1021
682,960
683,992
684,1025
685,1046
686,1040
687,1124
688,1195
689,1271
690,1415
691,1432
692,1451
693,1554
694,1673
695,1801
696,1868
697,1977
698,2164
699,2269
700,2429
701,2659
702,2761
703,3046
704,3221
705,3305
706,3542
707,3805
708,4092
709,4111
710,4352
711,4542
712,4720
713,4778
714,5114
715,5122
716,5336
717,5447
718,5428
719,5454
720,5449
721,5459
722,5409
723,5470
724,5489
725,5374
726,5272
727,5268
728,4954
729,4955
730,4740
731,4588
732,4358
733,4206
734,3994
735,3863
736,3648
737,3288
738,3135
739,2924
740,2795
741,2502
742,2298
743,2242
744,1972
745,1761
746,1674
747,1488
748,1406
749,1257
750,1113
751,1078
752,917
753,857
754,765
755,745
756,627
757,598
758,548
759,472
760,509
761,460
762,411
763,412
764,422
765,401
766,343
767,346
768,372
769,356
770,336
771,326
772,391
773,396
774,437
775,425
776,472
777,459
778,534
779,536
780,569
781,623
782,717
783,784
784,803
785,943
786,979
787,1031
788,1134
789,1204
790,1328
791,1556
792,1673
793,1714
794,1790
795,1913
796,2130
797,2193
798,2507
799,2531
800,2642
801,2883
802,3100
803,3099
804,3288
805,3490
806,3699
807,3692
808,3808
809,3874
810,4051
811,4141
812,4148
813,4143
814,4323
815,4405
816,4501
817,4393
818,4420
819,4421
820,4195
821,4260
822,4135
823,4157
824,3988
825,3718
826,3686
827,3562
828,3347
829,3268
830,3141
831,3037
832,2872
833,2626
834,2521
835,2476
836,2281
837,2013
838,1922
839,1864
840,1661
841,1547
842,1404
843,1293
844,1210
845,1136
846,1057
847,923
848,914
849,811
850,737
851,708
852,608
853,615
854,504
855,528
856,395
857,376
858,382
859,388
860,328
861,316
862,314
863,336
864,304
865,286
866,256
867,250
868,233
869,250
870,236
871,226
872,237
873,232
874,238
875,203
876,233
877,217
878,225
879,239
880,204
881,214
882,221
883,221
884,225
885,217
886,225
887,198
888,219
889,203
890,202
891,200
892,207
893,221
894,228
895,196
896,200
897,200
898,240
899,207
900,204
901,211
902,223
903,215
904,205
905,198
906,215
907,180
908,212
909,193
910,212
911,192
912,194
913,210
914,186
915,179
916,180
917,197
918,187
919,191
920,177
921,206
922,193
923,202
924,201
925,191
926,199
927,210
928,212
929,190
930,187
931,200
932,210
933,216
934,159
935,221
936,195
937,191
938,208
939,191
940,199
941,216
942,192
943,188
944,183
945,199
946,207
947,164
948,176
949,184
950,200
951,181
952,175
953,200
954,177
955,207
956,196
957,214
958,213
959,198
960,196
961,211
962,198
963,200
964,181
965,195
966,173
967,172
968,192
969,174
970,212
971,192
972,180
973,188
974,184
975,189
976,197
977,202
978,175
979,177
980,197
981,187
982,178
983,170
984,179
985,167
986,166
987,193
988,188
989,186
990,182
991,185
992,201
993,199
994,191
995,184
996,173
997,161
998,158
999,183
1000,191
1001,197
1002,158
1003,160
1004,169
1005,171
1006,156
1007,175
1008,163
1009,159
1010,159
1011,166
1012,169
1013,168
1014,156
1015,169
1016,176
1017,162
1018,158
1019,176
1020,179
1021,183
1022,163
1023,156
1024,152
